732,-0.272724,0.508277,0.067149,-9.935937,-0.466869,2.597709
745,-0.309363,0.428472,0.018386,-8.887277,-0.040701,3.088520
758,-0.313760,0.373580,0.038637,-8.868123,0.074220,2.738967
771,-0.307098,0.296573,0.054492,-8.978256,0.260968,2.937685
784,-0.249675,0.240749,0.050095,-8.956709,0.426168,2.817975
797,-0.199580,0.186124,0.025847,-9.033323,0.301669,3.110068
810,-0.149219,0.092063,0.004263,-8.765172,0.725443,2.920926
823,-0.082204,-0.017453,-0.015721,-8.777143,0.557849,3.143587
836,-0.060487,-0.168271,-0.037971,-8.786720,-0.347159,3.311181
849,-0.031842,-0.289511,-0.041168,-8.669404,-0.023942,3.792415
862,0.036372,-0.404357,-0.057822,-8.638280,-0.409408,3.653552
875,0.053559,-0.501482,-0.062086,-8.556877,-0.684742,3.301604
888,0.009193,-0.580355,-0.051827,-8.513782,-0.651223,2.667141
901,-0.011458,-0.712787,-0.116444,-8.171411,0.426168,2.209848
914,-0.093795,-0.832695,-0.168538,-8.372523,-0.167594,2.573767
927,-0.211971,-0.958865,-0.231689,-8.518570,-0.754174,2.750938
940,-0.247943,-1.125138,-0.291776,-8.559271,-0.385466,3.675100
953,-0.246345,-1.145655,-0.316291,-10.584765,-2.154782,3.895366
966,-0.308297,-1.088766,-0.311095,-8.169016,-1.177947,6.093243
979,-0.306832,-1.251441,-0.389168,-9.114726,0.294487,4.096479
992,-0.237152,-1.451288,-0.196516,-8.353370,0.222661,3.928885
1005,-0.322819,-1.560271,-0.194518,-10.055647,-0.656011,5.497087
1018,-0.288312,-1.679513,-0.219432,-9.564836,-0.478840,4.714183
1031,-0.211305,-1.744530,-0.232755,-9.722853,-0.919373,4.639963
1044,-0.259934,-1.801419,-0.253406,-9.583989,-1.618480,4.230555
1057,-0.293908,-1.847917,-0.293508,-9.361329,-1.575385,4.235343
1070,-0.378776,-1.884956,-0.409819,-8.774749,-1.024718,3.931279
1083,-0.492689,-1.919596,-0.427139,-9.205706,-0.938527,4.503493
1096,-0.557306,-1.953836,-0.439930,-9.651027,-1.101333,5.197812
1109,-0.576891,-1.980482,-0.444726,-9.509769,-1.422156,4.642357
1122,-0.614995,-1.999002,-0.475769,-9.392453,-1.482011,4.419696
1135,-0.721847,-1.968492,-0.491357,-9.464279,-2.044648,4.407725
1148,-0.837092,-1.946642,-0.511608,-9.538500,-1.927332,4.352659
1161,-0.953003,-1.907072,-0.506012,-9.107543,-2.047042,4.484340
1174,-0.994838,-1.905606,-0.524132,-8.971074,-1.364695,4.268862
1187,-1.073178,-1.859775,-0.565034,-9.119514,-1.079785,4.893748
1200,-0.959531,-1.792093,-0.558639,-9.514558,-1.051055,4.843470
1213,-0.937015,-1.719749,-0.530260,-9.004593,-1.723825,3.991134
1226,-0.930487,-1.675116,-0.536922,-9.040505,-1.256956,5.406107
1239,-0.875995,-1.663525,-0.551977,-8.355764,-1.395820,4.958392
1252,-0.768478,-1.605969,-0.575426,-8.856153,-0.797269,5.592855
1265,-0.723312,-1.566000,-0.568631,-8.066066,-2.310405,4.730943
1278,-0.692403,-1.525631,-0.563968,-8.291121,-1.450886,5.415684
1291,-0.641375,-1.486861,-0.568764,-8.099585,-1.711854,5.243302
1304,-0.627786,-1.442228,-0.571429,-7.908048,-1.520318,5.487510
1317,-0.555441,-1.378410,-0.563835,-8.001422,-1.702277,4.977545
1330,-0.490025,-1.325784,-0.558639,-8.142680,-2.257732,5.882554
1343,-0.438864,-1.302335,-0.545315,-7.706935,-1.936909,6.378153
1356,-0.320688,-1.265297,-0.563435,-7.290344,-1.709460,6.076484
1369,-0.300570,-1.230257,-0.555308,-6.653487,-2.418144,5.717354
1382,-0.304700,-1.199081,-0.556773,-6.351817,-2.348712,5.533000
1395,-0.308430,-1.154182,-0.541452,-6.196194,-2.568978,5.619191
1408,-0.300037,-1.086767,-0.522133,-7.323863,-2.609680,5.319916
1421,-0.332412,-1.030544,-0.508011,-6.098032,-2.530671,5.695806
1434,-0.292842,-0.958599,-0.501616,-5.942409,-1.881842,5.750873
1447,-0.256603,-0.861873,-0.466842,-5.968745,-1.972822,5.410896
1460,-0.237418,-0.766213,-0.416348,-5.920861,-2.154782,5.465962
1473,-0.215968,-0.667888,-0.382773,-5.640739,-2.221819,5.374983
1486,-0.227159,-0.591147,-0.332945,-5.568913,-2.099715,4.826711
1499,-0.245678,-0.478433,-0.285914,-5.540183,-2.030283,4.788404
1512,-0.250075,-0.347067,-0.243147,-5.374983,-2.059013,4.929661
1525,-0.216634,-0.230490,-0.194118,-5.523423,-1.862689,4.886566
1538,-0.194251,-0.111115,-0.133897,-5.501875,-1.783680,4.795586
1551,-0.157080,0.016121,-0.079273,-5.458780,-1.529895,4.577713
1564,-0.095926,0.142158,-0.051694,-5.319916,-1.343147,4.754885
1577,-0.044366,0.266596,-0.002398,-5.255273,-1.455675,4.163517
1590,-0.041701,0.442994,0.069547,-7.941567,-3.344700,5.281609
1603,0.079539,0.491224,0.117110,-4.678270,-0.023942,4.656722
1616,0.089931,0.613930,0.185591,-6.634333,-1.874660,4.987122
1629,0.179995,0.693735,0.224894,-5.688623,-0.967257,4.570531
1642,0.201046,0.801119,0.287247,-6.232107,-1.663970,4.726154
1655,0.240482,0.893982,0.326816,-6.246472,-2.102109,5.195418
1668,0.279519,0.996570,0.368251,-6.545747,-2.066196,5.276821
1681,0.339473,1.087433,0.403557,-6.421249,-1.625663,5.662287
1694,0.425940,1.162842,0.438198,-6.612785,-1.453280,5.566519
1707,0.495620,1.242648,0.472171,-7.292738,-1.946486,5.504270
1720,0.488559,1.320721,0.480432,-6.801927,-2.214637,5.497087
1733,0.524132,1.379476,0.470440,-6.928820,-2.396596,5.978322
1746,0.529727,1.444626,0.481364,-6.725313,-3.026271,6.083666
1759,0.587150,1.489126,0.500417,-7.012617,-2.308010,6.414066
1772,0.629384,1.544550,0.536389,-7.127539,-1.951274,6.311116
1785,0.648170,1.603704,0.551311,-7.594408,-2.336741,5.911284
1798,0.649502,1.664191,0.552776,-8.015787,-2.343924,5.506664
1811,0.634580,1.699897,0.527196,-7.869741,-2.387019,5.499481
1824,0.588882,1.753723,0.515472,-8.212111,-2.813187,5.738902
1837,0.432602,1.751991,0.533058,-8.346188,-2.911349,5.133168
1850,0.282317,1.722946,0.549845,-9.354146,-2.296039,5.906496
1863,0.235953,1.684176,0.533058,-9.758766,-1.889025,5.748478
1876,0.210905,1.669521,0.503614,-10.402806,-1.996764,5.035006
1889,0.187190,1.698165,0.480698,-9.694122,-1.668759,4.908113
1902,0.230090,1.721481,0.467775,-8.487445,-0.852336,4.503493
