303,-0.057556,-0.085534,-0.010525,-9.368511,-0.150835,1.254562
316,-0.072478,-0.091530,-0.015721,-9.457097,-0.100556,1.173159
329,-0.071812,-0.086201,-0.018919,-9.469068,-0.088585,1.130063
342,-0.064884,-0.086201,-0.021051,-9.390059,-0.002394,1.170765
355,-0.046231,-0.081138,-0.018519,-9.306262,0.004788,1.290475
368,-0.044899,-0.077807,-0.018519,-9.279925,-0.088585,1.283292
381,-0.051028,-0.080605,-0.020784,-9.303867,-0.244209,1.101333
394,-0.067015,-0.085801,-0.027046,-9.320627,-0.251391,1.012747
407,-0.081005,-0.084202,-0.022649,-9.514558,-0.289698,0.885855
420,-0.083669,-0.083270,-0.021450,-9.471462,0.009577,0.979228
433,-0.083936,-0.082070,-0.005063,-9.449914,-0.023942,0.986411
446,-0.100323,-0.076075,-0.005862,-9.203311,0.064643,1.249773
459,-0.086734,-0.070346,-0.006395,-9.220071,0.023942,1.467646
472,-0.071678,-0.068481,-0.015455,-9.433155,-0.031125,1.230620
485,-0.081671,-0.069813,-0.020518,-9.370906,-0.095768,1.015141
498,-0.083802,-0.072744,-0.014123,-9.569624,-0.126893,1.051055
511,-0.077141,-0.085135,-0.010525,-9.203311,-0.088585,0.897826
524,-0.071678,-0.089265,-0.008527,-9.265560,0.019154,1.137246
537,-0.052227,-0.086201,-0.018386,-9.366117,0.186748,1.273715
550,-0.026913,-0.088066,-0.017187,-9.342175,0.246603,1.173159
563,0.001599,-0.090464,-0.022250,-9.354146,0.227449,1.328782
576,0.016920,-0.086067,-0.023049,-9.267955,-0.004788,1.312023
589,0.021583,-0.087533,-0.031309,-9.404425,-0.122104,1.314417
602,0.023182,-0.088998,-0.035706,-9.433155,-0.186748,1.098939
615,0.019452,-0.088599,-0.037038,-9.378088,-0.069432,1.103727
628,0.019452,-0.081671,-0.032375,-9.323022,-0.136469,1.233014
641,0.024381,-0.078740,-0.028511,-9.346964,-0.134075,1.276109
654,0.015721,-0.072478,-0.026113,-9.282320,-0.167594,1.256956
667,0.007994,-0.077807,-0.023715,-9.303867,-0.237026,1.125275
680,-0.016920,-0.072078,-0.022916,-9.373300,-0.342371,1.209072
693,-0.039436,-0.073410,-0.023982,-9.303867,-0.320823,1.288081
706,-0.060221,-0.073677,-0.024381,-9.334992,-0.220267,1.295263
719,-0.077674,-0.074077,-0.023715,-9.323022,-0.158017,1.273715
732,-0.094461,-0.071145,-0.019985,-9.366117,-0.074220,1.043872
745,-0.099390,-0.067681,-0.021051,-9.351752,0.038307,0.950498
758,-0.098458,-0.068348,-0.019851,-9.303867,0.081403,1.089362
771,-0.082070,-0.072478,-0.015721,-9.303867,0.059855,1.010353
784,-0.071279,-0.071012,-0.013989,-9.311050,0.067038,1.103727
797,-0.066616,-0.073011,-0.013057,-9.299079,0.002394,1.233014
810,-0.063951,-0.067948,-0.018652,-9.301474,-0.031125,1.225831
823,-0.067815,-0.070346,-0.023982,-9.378088,-0.122104,0.998382
836,-0.076075,-0.075142,-0.023049,-9.311050,-0.043096,1.144428
849,-0.082470,-0.081538,-0.024115,-9.323022,-0.047884,1.233014
862,-0.098458,-0.080605,-0.026779,-9.373300,-0.019154,1.177947
875,-0.103920,-0.086600,-0.028778,-9.351752,-0.045490,1.110910
888,-0.112447,-0.085801,-0.025181,-9.399636,-0.095768,0.984017
901,-0.104587,-0.083936,-0.026113,-9.399636,-0.081403,0.938527
914,-0.096726,-0.080072,-0.023982,-9.373300,-0.105345,0.964863
927,-0.097126,-0.077674,-0.016254,-9.284714,-0.059855,1.089362
940,-0.089665,-0.086067,-0.012524,-9.394848,-0.095768,1.163582
953,-0.095127,-0.087400,-0.011591,-9.370906,-0.011971,1.113304
966,-0.097925,-0.084469,-0.013456,-9.334992,-0.033519,1.122881
979,-0.094328,-0.083669,-0.013323,-9.334992,-0.004788,1.053449
992,-0.076342,-0.081804,-0.019585,-9.296685,-0.162806,1.218649
1005,-0.068747,-0.080871,-0.021583,-9.267955,-0.167594,1.283292
1018,-0.059954,-0.082470,-0.019585,-9.330204,-0.105345,1.247379
1031,-0.056623,-0.086467,-0.022250,-9.339781,0.009577,1.235408
1044,-0.048629,-0.085002,-0.022516,-9.306262,0.246603,1.333570
1057,-0.043300,-0.080072,-0.024515,-9.366117,0.136469,1.259350
1070,-0.026646,-0.081538,-0.023449,-9.311050,0.165200,1.247379
1083,-0.018652,-0.078740,-0.022783,-9.313444,-0.100556,1.194707
1096,-0.017587,-0.085135,-0.025047,-9.260772,-0.208296,1.146823
1109,-0.024115,-0.087666,-0.029178,-9.301474,-0.186748,1.209072
1122,-0.030776,-0.085668,-0.026646,-9.284714,-0.117316,1.266533
1135,-0.043433,-0.085801,-0.028511,-9.373300,-0.177171,1.307234
1148,-0.044632,-0.087666,-0.025980,-9.241618,-0.220267,1.206678
1161,-0.041968,-0.093528,-0.023582,-9.303867,-0.088585,1.412579
1174,-0.028245,-0.085268,-0.026380,-9.301474,-0.002394,1.441309
1187,-0.029311,-0.087133,-0.030776,-9.447520,-0.086191,1.053449
1200,-0.025447,-0.074077,-0.031709,-9.548077,-0.270545,0.723049
1213,-0.039170,-0.067415,-0.027312,-9.437943,-0.186748,1.048660
1226,-0.010658,-0.064617,-0.022516,-9.267955,0.112527,0.981623
1239,0.005995,-0.065017,-0.017853,-9.306262,0.248997,0.792481
1252,0.033308,-0.067681,-0.011325,-9.330204,0.284910,1.067814
1265,0.079806,-0.065283,-0.018519,-9.198523,0.232238,1.307234
1278,0.095394,-0.075809,-0.030377,-9.390059,0.122104,0.957681
1291,0.099790,-0.064084,-0.032508,-9.270349,0.000000,1.264138
1304,0.120041,-0.061286,-0.048230,-9.390059,0.064643,1.237802
1317,0.107384,-0.062485,-0.049296,-9.409213,0.174777,0.995988
1330,0.083536,-0.065150,-0.052227,-9.344569,0.069432,1.125275
1343,0.072744,-0.073011,-0.050628,-9.354146,-0.146046,1.235408
1356,0.057023,-0.075942,-0.052227,-9.313444,-0.277727,1.103727
1369,0.061020,-0.079006,-0.061686,-9.380483,-0.234632,1.012747
1382,0.053292,-0.077407,-0.060087,-9.500193,-0.280122,0.814029
1395,0.050894,-0.063285,-0.047297,-9.416395,-0.153229,1.029507
1408,0.075942,-0.074077,-0.045965,-9.260772,0.016759,0.986411
1421,0.098458,-0.069547,-0.041168,-9.361329,-0.002394,1.039083
